trade_id,side,level_id,entry_time,exit_time,entry_price,exit_price,take_profit,stop_loss,exit_reason,pnl
1,short,16,2024-08-23 08:39:00,2024-08-23 09:50:00,73.52,73.97,73.05,73.97,stop_loss,-0.45
2,long,25,2024-08-29 13:18:00,2024-08-29 13:22:00,75.42,75.73,75.73,75.1,take_profit,0.31
3,long,4,2024-08-29 14:02:00,2024-08-29 14:13:00,76.93,76.5,77.09,76.5,stop_loss,-0.43
