date,level_type,level,count
2024-11-01,support,67.055,2
2024-11-01,support,67.5,2
2024-11-01,support,68.275,2
2024-11-01,support,68.845,2
2024-11-01,support,69.76833333333333,6
2024-11-01,support,70.255,2
2024-11-01,support,71.59,2
2024-11-01,resistance,69.08666666666666,3
2024-11-01,resistance,70.5825,4
2024-11-01,resistance,70.95,3
2024-11-01,resistance,71.56333333333333,3
2024-11-01,resistance,74.0575,4
2024-11-01,resistance,74.555,2
2024-11-02,support,67.055,2
2024-11-02,support,67.5,2
2024-11-02,support,68.275,2
2024-11-02,support,68.845,2
2024-11-02,support,69.748,5
2024-11-02,support,70.33,3
2024-11-02,resistance,69.08666666666666,3
2024-11-02,resistance,70.604,5
2024-11-02,resistance,70.9,2
2024-11-02,resistance,71.535,4
2024-11-02,resistance,74.0575,4
2024-11-02,resistance,74.555,2
2024-11-03,support,67.055,2
2024-11-03,support,67.5,2
2024-11-03,support,68.275,2
2024-11-03,support,68.845,2
2024-11-03,support,69.748,5
2024-11-03,support,70.33,3
2024-11-03,resistance,69.08666666666666,3
2024-11-03,resistance,70.604,5
2024-11-03,resistance,70.9,2
2024-11-03,resistance,71.535,4
2024-11-03,resistance,74.095,2
2024-11-03,resistance,74.555,2
2024-11-04,support,67.055,2
2024-11-04,support,67.5,2
2024-11-04,support,68.275,2
2024-11-04,support,68.845,2
2024-11-04,support,69.748,5
2024-11-04,support,70.33,3
2024-11-04,resistance,69.08666666666666,3
2024-11-04,resistance,70.604,5
2024-11-04,resistance,70.9,2
2024-11-04,resistance,71.535,4
2024-11-04,resistance,74.095,2
2024-11-05,support,67.055,2
2024-11-05,support,67.5,2
2024-11-05,support,68.275,2
2024-11-05,support,68.845,2
2024-11-05,support,69.748,5
2024-11-05,support,70.3375,4
2024-11-05,resistance,69.08666666666666,3
2024-11-05,resistance,70.604,5
2024-11-05,resistance,70.9,2
2024-11-05,resistance,71.55,6
2024-11-05,resistance,74.095,2
2024-11-06,support,67.055,2
2024-11-06,support,67.5,2
2024-11-06,support,68.275,2
2024-11-06,support,68.845,2
2024-11-06,support,69.748,5
2024-11-06,support,70.3375,4
2024-11-06,support,71.40666666666668,3
2024-11-06,resistance,69.08666666666666,3
2024-11-06,resistance,70.604,5
2024-11-06,resistance,70.9,2
2024-11-06,resistance,71.55,6
2024-11-06,resistance,74.095,2
2024-11-07,support,67.055,2
2024-11-07,support,67.5,2
2024-11-07,support,68.275,2
2024-11-07,support,68.845,2
2024-11-07,support,69.74666666666667,6
2024-11-07,support,70.316,5
2024-11-07,support,71.40666666666668,3
2024-11-07,resistance,69.08666666666666,3
2024-11-07,resistance,70.604,5
2024-11-07,resistance,70.9,2
2024-11-07,resistance,71.55,6
2024-11-07,resistance,74.095,2
2024-11-08,support,67.055,2
2024-11-08,support,67.5,2
2024-11-08,support,68.275,2
2024-11-08,support,68.845,2
2024-11-08,support,69.74666666666667,6
2024-11-08,support,70.316,5
2024-11-08,support,71.4675,4
2024-11-08,resistance,69.08666666666666,3
2024-11-08,resistance,70.604,5
2024-11-08,resistance,70.9,2
2024-11-08,resistance,71.55,6
2024-11-08,resistance,74.095,2
2024-11-09,support,67.055,2
2024-11-09,support,67.5,2
2024-11-09,support,68.275,2
2024-11-09,support,68.845,2
2024-11-09,support,69.74666666666667,6
2024-11-09,support,70.316,5
2024-11-09,support,70.85499999999999,2
2024-11-09,support,71.44666666666667,3
2024-11-09,support,71.84,2
2024-11-09,resistance,69.08666666666666,3
2024-11-09,resistance,70.604,5
2024-11-09,resistance,70.9,2
2024-11-09,resistance,71.55,6
2024-11-10,support,67.055,2
2024-11-10,support,67.5,2
2024-11-10,support,68.275,2
2024-11-10,support,68.845,2
2024-11-10,support,69.74666666666667,6
2024-11-10,support,70.316,5
2024-11-10,support,70.85499999999999,2
2024-11-10,support,71.44666666666667,3
2024-11-10,support,71.84,2
2024-11-10,resistance,69.08666666666666,3
2024-11-10,resistance,70.604,5
2024-11-10,resistance,70.9,2
2024-11-10,resistance,71.55,6
2024-11-11,support,67.055,2
2024-11-11,support,67.5,2
2024-11-11,support,68.275,2
2024-11-11,support,68.845,2
2024-11-11,support,69.74666666666667,6
2024-11-11,support,70.316,5
2024-11-11,support,70.85499999999999,2
2024-11-11,support,71.44666666666667,3
2024-11-11,support,71.84,2
2024-11-11,resistance,69.08666666666666,3
2024-11-11,resistance,70.604,5
2024-11-11,resistance,70.9,2
2024-11-11,resistance,71.55,6
2024-11-12,support,67.055,2
2024-11-12,support,67.5,2
2024-11-12,support,68.20333333333333,3
2024-11-12,support,68.845,2
2024-11-12,support,69.74666666666667,6
2024-11-12,support,70.316,5
2024-11-12,support,70.85499999999999,2
2024-11-12,support,71.44666666666667,3
2024-11-12,support,71.84,2
2024-11-12,resistance,69.08666666666666,3
2024-11-12,resistance,70.59666666666666,6
2024-11-12,resistance,70.9,2
2024-11-12,resistance,71.55,6
2024-11-13,support,67.055,2
2024-11-13,support,67.5,2
2024-11-13,support,68.20333333333333,3
2024-11-13,support,68.845,2
2024-11-13,support,69.74666666666667,6
2024-11-13,support,70.316,5
2024-11-13,support,70.85499999999999,2
2024-11-13,support,71.44666666666667,3
2024-11-13,support,71.84,2
2024-11-13,resistance,69.08666666666666,3
2024-11-13,resistance,70.59666666666666,6
2024-11-13,resistance,70.9,2
2024-11-13,resistance,71.55,6
2024-11-14,support,67.055,2
2024-11-14,support,67.5,2
2024-11-14,support,68.0425,4
2024-11-14,support,68.845,2
2024-11-14,support,69.74666666666667,6
2024-11-14,support,70.316,5
2024-11-14,support,70.85499999999999,2
2024-11-14,support,71.44666666666667,3
2024-11-14,support,71.84,2
2024-11-14,resistance,68.38499999999999,2
2024-11-14,resistance,69.08666666666666,3
2024-11-14,resistance,70.59666666666666,6
2024-11-14,resistance,70.9,2
2024-11-14,resistance,71.55,6
2024-11-15,support,67.055,2
2024-11-15,support,67.5,2
2024-11-15,support,68.04166666666667,6
2024-11-15,support,68.845,2
2024-11-15,support,69.75399999999999,5
2024-11-15,support,70.316,5
2024-11-15,support,70.85499999999999,2
2024-11-15,support,71.44666666666667,3
2024-11-15,support,71.84,2
2024-11-15,resistance,68.38499999999999,2
2024-11-15,resistance,69.08666666666666,3
2024-11-15,resistance,70.57000000000001,5
2024-11-15,resistance,70.9,2
2024-11-15,resistance,71.55,6
2024-11-16,support,66.97666666666667,3
2024-11-16,support,67.50333333333333,3
2024-11-16,support,68.06714285714285,7
2024-11-16,support,68.845,2
2024-11-16,support,69.7825,4
2024-11-16,support,70.316,5
2024-11-16,support,70.85499999999999,2
2024-11-16,support,71.44666666666667,3
2024-11-16,support,71.84,2
2024-11-16,resistance,68.52,4
2024-11-16,resistance,69.08666666666666,3
2024-11-16,resistance,70.5375,4
2024-11-16,resistance,70.9,2
2024-11-16,resistance,71.55,6
2024-11-17,support,66.97666666666667,3
2024-11-17,support,67.50333333333333,3
2024-11-17,support,68.06714285714285,7
2024-11-17,support,68.845,2
2024-11-17,support,69.7825,4
2024-11-17,support,70.316,5
2024-11-17,support,70.85499999999999,2
2024-11-17,support,71.44666666666667,3
2024-11-17,support,71.84,2
2024-11-17,resistance,68.52,4
2024-11-17,resistance,69.08666666666666,3
2024-11-17,resistance,70.5375,4
2024-11-17,resistance,71.55,6
2024-11-18,support,66.97666666666667,3
2024-11-18,support,67.50333333333333,3
2024-11-18,support,68.06714285714285,7
2024-11-18,support,68.845,2
2024-11-18,support,69.71333333333332,3
2024-11-18,support,70.316,5
2024-11-18,support,70.85499999999999,2
2024-11-18,support,71.44666666666667,3
2024-11-18,support,71.84,2
2024-11-18,resistance,68.52,4
2024-11-18,resistance,69.08666666666666,3
2024-11-18,resistance,70.5375,4
2024-11-18,resistance,71.55,6
2024-11-19,support,66.97666666666667,3
2024-11-19,support,67.50333333333333,3
2024-11-19,support,68.06714285714285,7
2024-11-19,support,68.845,2
2024-11-19,support,69.71333333333332,3
2024-11-19,support,70.316,5
2024-11-19,support,70.85499999999999,2
2024-11-19,support,71.44666666666667,3
2024-11-19,support,71.84,2
2024-11-19,resistance,68.52,4
2024-11-19,resistance,69.08666666666666,3
2024-11-19,resistance,70.5375,4
2024-11-19,resistance,71.55,6
2024-11-20,support,66.97666666666667,3
2024-11-20,support,67.50333333333333,3
2024-11-20,support,68.06714285714285,7
2024-11-20,support,68.39,2
2024-11-20,support,68.845,2
2024-11-20,support,69.71333333333332,3
2024-11-20,support,70.316,5
2024-11-20,support,70.85499999999999,2
2024-11-20,support,71.44666666666667,3
2024-11-20,support,71.84,2
2024-11-20,resistance,68.52,4
2024-11-20,resistance,69.08666666666666,3
2024-11-20,resistance,69.83500000000001,2
2024-11-20,resistance,70.5375,4
2024-11-20,resistance,71.55,6
2024-11-21,support,66.97666666666667,3
2024-11-21,support,67.50333333333333,3
2024-11-21,support,68.06714285714285,7
2024-11-21,support,68.39,2
2024-11-21,support,68.95,3
2024-11-21,support,69.695,2
2024-11-21,support,70.316,5
2024-11-21,support,70.85499999999999,2
2024-11-21,support,71.44666666666667,3
2024-11-21,support,71.84,2
2024-11-21,resistance,68.52,4
2024-11-21,resistance,69.07666666666667,3
