date,level_type,level,count
2024-12-01,support,67.685,2
2024-12-01,support,68.1025,8
2024-12-01,support,68.5675,4
2024-12-01,support,70.35666666666667,3
2024-12-01,support,70.85499999999999,2
2024-12-01,support,71.44666666666667,3
2024-12-01,support,71.84,2
2024-12-01,resistance,68.52,4
2024-12-01,resistance,68.98750000000001,4
2024-12-01,resistance,69.32000000000001,3
2024-12-01,resistance,69.87333333333333,3
2024-12-01,resistance,70.50666666666666,3
2024-12-01,resistance,71.39333333333333,3
2024-12-02,support,67.685,2
2024-12-02,support,68.1025,8
2024-12-02,support,68.5675,4
2024-12-02,support,70.295,2
2024-12-02,support,70.85499999999999,2
2024-12-02,support,71.44666666666667,3
2024-12-02,support,71.84,2
2024-12-02,resistance,68.52,4
2024-12-02,resistance,68.98750000000001,4
2024-12-02,resistance,69.32000000000001,3
2024-12-02,resistance,69.87333333333333,3
2024-12-02,resistance,70.50666666666666,3
2024-12-02,resistance,71.365,2
2024-12-03,support,67.685,2
2024-12-03,support,68.12333333333333,9
2024-12-03,support,68.5675,4
2024-12-03,support,70.295,2
2024-12-03,support,70.85499999999999,2
2024-12-03,support,71.44666666666667,3
2024-12-03,support,71.84,2
2024-12-03,resistance,68.52,4
2024-12-03,resistance,68.98750000000001,4
2024-12-03,resistance,69.32000000000001,3
2024-12-03,resistance,69.87333333333333,3
2024-12-03,resistance,70.50666666666666,3
2024-12-03,resistance,71.365,2
2024-12-04,support,67.76,3
2024-12-04,support,68.12333333333333,9
2024-12-04,support,68.5675,4
2024-12-04,support,70.295,2
2024-12-04,support,70.85499999999999,2
2024-12-04,support,71.44666666666667,3
2024-12-04,support,71.84,2
2024-12-04,resistance,68.4075,4
2024-12-04,resistance,68.78,3
2024-12-04,resistance,69.28833333333334,6
2024-12-04,resistance,69.87333333333333,3
2024-12-04,resistance,70.4375,4
2024-12-04,resistance,71.365,2
2024-12-05,support,67.76,3
2024-12-05,support,68.12333333333333,9
2024-12-05,support,68.5675,4
2024-12-05,support,69.78666666666668,3
2024-12-05,support,71.24666666666667,3
2024-12-05,support,71.77666666666667,3
2024-12-05,resistance,68.4075,4
2024-12-05,resistance,68.78,3
2024-12-05,resistance,69.28833333333334,6
2024-12-05,resistance,69.925,4
2024-12-05,resistance,70.424,5
2024-12-06,support,67.76,3
2024-12-06,support,68.12333333333333,9
2024-12-06,support,68.54400000000001,5
2024-12-06,support,69.78666666666668,3
2024-12-06,support,71.77666666666667,3
2024-12-06,resistance,68.4075,4
2024-12-06,resistance,68.78,3
2024-12-06,resistance,69.28833333333334,6
2024-12-06,resistance,69.925,4
2024-12-06,resistance,70.424,5
2024-12-07,support,67.7075,4
2024-12-07,support,68.112,10
2024-12-07,support,68.54400000000001,5
2024-12-07,support,69.81,2
2024-12-07,support,71.77666666666667,3
2024-12-07,resistance,68.41,5
2024-12-07,resistance,68.78,3
2024-12-07,resistance,69.28833333333334,6
2024-12-07,resistance,69.925,4
2024-12-07,resistance,70.424,5
2024-12-08,support,67.7075,4
2024-12-08,support,68.112,10
2024-12-08,support,68.54400000000001,5
2024-12-08,support,69.81,2
2024-12-08,resistance,68.41,5
2024-12-08,resistance,68.78,3
2024-12-08,resistance,69.28833333333334,6
2024-12-08,resistance,69.925,4
2024-12-08,resistance,70.424,5
2024-12-09,support,67.7075,4
2024-12-09,support,68.112,10
2024-12-09,support,68.54400000000001,5
2024-12-09,support,69.81,2
2024-12-09,resistance,68.41,5
2024-12-09,resistance,68.78,3
2024-12-09,resistance,69.28833333333334,6
2024-12-09,resistance,69.925,4
2024-12-09,resistance,70.424,5
2024-12-10,support,67.7075,4
2024-12-10,support,68.11090909090909,11
2024-12-10,support,68.54400000000001,5
2024-12-10,support,69.81,2
2024-12-10,resistance,68.38833333333334,6
2024-12-10,resistance,68.78,3
2024-12-10,resistance,69.28833333333334,6
2024-12-10,resistance,69.925,4
2024-12-10,resistance,70.424,5
2024-12-11,support,67.71000000000001,5
2024-12-11,support,68.11090909090909,11
2024-12-11,support,68.54400000000001,5
2024-12-11,support,69.81,2
2024-12-11,resistance,68.42,7
2024-12-11,resistance,68.78,3
2024-12-11,resistance,69.28833333333334,6
2024-12-11,resistance,69.925,4
2024-12-11,resistance,70.424,5
2024-12-12,support,67.71000000000001,5
2024-12-12,support,68.116,10
2024-12-12,support,68.54400000000001,5
2024-12-12,support,69.81,2
2024-12-12,resistance,68.42,7
2024-12-12,resistance,68.855,4
2024-12-12,resistance,69.285,8
2024-12-12,resistance,69.925,4
2024-12-12,resistance,70.418,5
2024-12-13,support,67.71000000000001,5
2024-12-13,support,68.116,10
2024-12-13,support,68.54400000000001,5
2024-12-13,support,69.81,2
2024-12-13,resistance,68.43666666666667,6
2024-12-13,resistance,68.855,4
2024-12-13,resistance,69.285,8
2024-12-13,resistance,69.925,4
2024-12-13,resistance,70.418,5
