date,level_type,level,count
2024-09-01,support,71.52,2
2024-09-01,support,72.91499999999999,4
2024-09-01,support,75.25999999999999,2
2024-09-01,resistance,73.33,2
2024-09-01,resistance,74.675,2
2024-09-01,resistance,75.89666666666666,3
2024-09-01,resistance,76.75,2
2024-09-01,resistance,77.57499999999999,2
2024-09-01,resistance,78.94,2
2024-09-02,support,71.52,2
2024-09-02,support,72.91499999999999,4
2024-09-02,support,75.25999999999999,2
2024-09-02,resistance,73.33,2
2024-09-02,resistance,74.675,2
2024-09-02,resistance,75.89666666666666,3
2024-09-02,resistance,76.75,2
2024-09-02,resistance,77.57499999999999,2
2024-09-02,resistance,78.94,2
2024-09-03,support,71.52,2
2024-09-03,support,72.922,5
2024-09-03,support,75.25999999999999,2
2024-09-03,resistance,73.33,2
2024-09-03,resistance,73.94,2
2024-09-03,resistance,74.465,2
2024-09-03,resistance,75.89666666666666,3
2024-09-03,resistance,76.75,2
2024-09-03,resistance,77.57499999999999,2
2024-09-03,resistance,78.94,2
2024-09-04,support,71.52,2
2024-09-04,support,72.922,5
2024-09-04,support,75.25999999999999,2
2024-09-04,resistance,73.33,2
2024-09-04,resistance,73.94,2
2024-09-04,resistance,74.465,2
2024-09-04,resistance,75.89666666666666,3
2024-09-04,resistance,76.75,2
2024-09-04,resistance,77.57499999999999,2
2024-09-04,resistance,78.94,2
2024-09-05,support,69.005,2
2024-09-05,support,71.52,2
2024-09-05,support,72.922,5
2024-09-05,support,75.25999999999999,2
2024-09-05,resistance,70.27000000000001,2
2024-09-05,resistance,73.33,2
2024-09-05,resistance,73.94,2
2024-09-05,resistance,74.465,2
2024-09-05,resistance,75.89666666666666,3
2024-09-05,resistance,76.75,2
2024-09-05,resistance,77.57499999999999,2
2024-09-05,resistance,78.94,2
2024-09-06,support,69.005,2
2024-09-06,support,71.52,2
2024-09-06,support,72.922,5
2024-09-06,support,75.25999999999999,2
2024-09-06,resistance,70.27000000000001,2
2024-09-06,resistance,73.33,2
2024-09-06,resistance,73.94,2
2024-09-06,resistance,74.465,2
2024-09-06,resistance,75.89666666666666,3
2024-09-06,resistance,76.75,2
2024-09-06,resistance,77.57499999999999,2
2024-09-06,resistance,78.94,2
2024-09-07,support,69.005,2
2024-09-07,support,71.52,2
2024-09-07,support,72.922,5
2024-09-07,support,75.25999999999999,2
2024-09-07,resistance,70.27000000000001,2
2024-09-07,resistance,73.33,2
2024-09-07,resistance,73.94,2
2024-09-07,resistance,74.465,2
2024-09-07,resistance,75.89666666666666,3
2024-09-07,resistance,76.75,2
2024-09-07,resistance,77.57499999999999,2
2024-09-07,resistance,78.94,2
2024-09-08,support,69.005,2
2024-09-08,support,71.52,2
2024-09-08,support,72.922,5
2024-09-08,support,75.25999999999999,2
2024-09-08,resistance,70.27000000000001,2
2024-09-08,resistance,73.33,2
2024-09-08,resistance,73.94,2
2024-09-08,resistance,74.465,2
2024-09-08,resistance,75.89666666666666,3
2024-09-08,resistance,76.75,2
2024-09-08,resistance,77.57499999999999,2
2024-09-08,resistance,78.94,2
2024-09-09,support,69.005,2
2024-09-09,support,71.52,2
2024-09-09,support,72.922,5
2024-09-09,support,75.25999999999999,2
2024-09-09,resistance,70.27000000000001,2
2024-09-09,resistance,73.33,2
2024-09-09,resistance,73.94,2
2024-09-09,resistance,74.465,2
2024-09-09,resistance,75.89666666666666,3
2024-09-09,resistance,76.75,2
2024-09-09,resistance,77.57499999999999,2
2024-09-09,resistance,78.94,2
2024-09-10,support,69.005,2
2024-09-10,support,71.52,2
2024-09-10,support,72.922,5
2024-09-10,support,75.25999999999999,2
2024-09-10,resistance,70.27000000000001,2
2024-09-10,resistance,73.33,2
2024-09-10,resistance,73.94,2
2024-09-10,resistance,74.465,2
2024-09-10,resistance,75.89666666666666,3
2024-09-10,resistance,76.75,2
2024-09-10,resistance,77.57499999999999,2
2024-09-10,resistance,78.94,2
2024-09-11,support,69.005,2
2024-09-11,support,71.52,2
2024-09-11,support,72.922,5
2024-09-11,support,75.25999999999999,2
2024-09-11,resistance,70.27000000000001,2
2024-09-11,resistance,73.33,2
2024-09-11,resistance,73.94,2
2024-09-11,resistance,74.465,2
2024-09-11,resistance,75.89666666666666,3
2024-09-11,resistance,76.75,2
2024-09-11,resistance,77.57499999999999,2
2024-09-11,resistance,78.94,2
2024-09-12,support,65.77,2
2024-09-12,support,69.005,2
2024-09-12,support,71.52,2
2024-09-12,support,72.922,5
2024-09-12,support,75.25999999999999,2
2024-09-12,resistance,70.27000000000001,2
2024-09-12,resistance,73.33,2
2024-09-12,resistance,73.94,2
2024-09-12,resistance,74.465,2
2024-09-12,resistance,75.89666666666666,3
2024-09-12,resistance,76.75,2
2024-09-12,resistance,77.57499999999999,2
2024-09-12,resistance,78.94,2
2024-09-13,support,65.77,2
2024-09-13,support,69.005,2
2024-09-13,support,71.52,2
2024-09-13,support,72.922,5
2024-09-13,support,75.25999999999999,2
2024-09-13,resistance,69.96000000000001,2
2024-09-13,resistance,73.33,2
2024-09-13,resistance,73.94,2
2024-09-13,resistance,74.465,2
2024-09-13,resistance,75.89666666666666,3
2024-09-13,resistance,76.75,2
2024-09-13,resistance,77.57499999999999,2
2024-09-13,resistance,78.94,2
2024-09-14,support,65.77,2
2024-09-14,support,68.645,2
2024-09-14,support,69.215,2
2024-09-14,support,71.52,2
2024-09-14,support,72.922,5
2024-09-14,support,75.25999999999999,2
2024-09-14,resistance,69.655,2
2024-09-14,resistance,70.015,2
2024-09-14,resistance,73.33,2
2024-09-14,resistance,73.94,2
2024-09-14,resistance,74.465,2
2024-09-14,resistance,75.89666666666666,3
2024-09-14,resistance,76.75,2
2024-09-14,resistance,77.57499999999999,2
2024-09-15,support,65.77,2
2024-09-15,support,68.645,2
2024-09-15,support,69.215,2
2024-09-15,support,71.52,2
2024-09-15,support,72.922,5
2024-09-15,support,75.25999999999999,2
2024-09-15,resistance,69.655,2
2024-09-15,resistance,70.015,2
2024-09-15,resistance,73.33,2
