date,level_type,level,count
2025-03-01,support,70.16,4
2025-03-01,support,70.76333333333334,3
2025-03-01,support,71.105,2
2025-03-01,support,71.8475,4
2025-03-01,support,72.25,4
2025-03-01,support,72.8,3
2025-03-01,resistance,68.97666666666667,3
2025-03-01,resistance,70.96,3
2025-03-01,resistance,71.93,2
2025-03-01,resistance,72.52,4
2025-03-01,resistance,73.0925,4
2025-03-01,resistance,73.52333333333333,3
2025-03-02,support,70.16,4
2025-03-02,support,70.76333333333334,3
2025-03-02,support,71.105,2
2025-03-02,support,71.79,3
2025-03-02,support,72.23666666666666,3
2025-03-02,support,72.9,2
2025-03-02,resistance,68.97666666666667,3
2025-03-02,resistance,70.96,3
2025-03-02,resistance,71.93,2
2025-03-02,resistance,72.44666666666667,3
2025-03-02,resistance,73.0925,4
2025-03-02,resistance,73.51,2
2025-03-03,support,70.16,4
2025-03-03,support,70.76333333333334,3
2025-03-03,support,71.105,2
2025-03-03,support,71.79,3
2025-03-03,support,72.23666666666666,3
2025-03-03,support,72.9,2
2025-03-03,resistance,68.97666666666667,3
2025-03-03,resistance,70.96,3
2025-03-03,resistance,71.93,2
2025-03-03,resistance,72.44666666666667,3
2025-03-03,resistance,73.08333333333333,3
2025-03-03,resistance,73.51,2
2025-03-04,support,69.28666666666668,3
2025-03-04,support,70.16,4
2025-03-04,support,70.76333333333334,3
2025-03-04,support,71.105,2
2025-03-04,support,71.79,3
2025-03-04,support,72.23666666666666,3
2025-03-04,support,72.9,2
2025-03-04,resistance,68.97666666666667,3
2025-03-04,resistance,70.96,3
2025-03-04,resistance,71.93,2
2025-03-04,resistance,72.44666666666667,3
2025-03-04,resistance,73.08333333333333,3
2025-03-04,resistance,73.51,2
2025-03-05,support,67.86,2
2025-03-05,support,69.28666666666668,3
2025-03-05,support,70.16,4
2025-03-05,support,70.76333333333334,3
2025-03-05,support,71.105,2
2025-03-05,support,71.79,3
2025-03-05,support,72.23666666666666,3
2025-03-05,support,72.9,2
2025-03-05,resistance,68.97666666666667,3
2025-03-05,resistance,70.96,3
2025-03-05,resistance,71.93,2
2025-03-05,resistance,72.44666666666667,3
2025-03-05,resistance,73.08333333333333,3
2025-03-05,resistance,73.51,2
2025-03-06,support,67.86,2
2025-03-06,support,69.28666666666668,3
2025-03-06,support,70.16,4
2025-03-06,support,70.76333333333334,3
2025-03-06,support,71.105,2
2025-03-06,support,71.79,3
2025-03-06,support,72.24,2
2025-03-06,support,72.9,2
2025-03-06,resistance,68.97666666666667,3
2025-03-06,resistance,70.96,3
2025-03-06,resistance,71.93,2
2025-03-06,resistance,72.44666666666667,3
2025-03-06,resistance,73.08333333333333,3
2025-03-06,resistance,73.51,2
2025-03-07,support,67.86,2
2025-03-07,support,69.28666666666668,3
2025-03-07,support,70.16,4
2025-03-07,support,70.76333333333334,3
2025-03-07,support,71.105,2
2025-03-07,support,71.79,3
2025-03-07,support,72.24,2
2025-03-07,support,72.9,2
2025-03-07,resistance,68.97666666666667,3
2025-03-07,resistance,70.96,3
2025-03-07,resistance,71.93,2
2025-03-07,resistance,72.44666666666667,3
2025-03-07,resistance,73.08333333333333,3
2025-03-07,resistance,73.51,2
2025-03-08,support,67.86,2
2025-03-08,support,69.28666666666668,3
2025-03-08,support,70.16,4
2025-03-08,support,70.655,2
2025-03-08,support,71.79,3
2025-03-08,support,72.24,2
2025-03-08,support,72.9,2
2025-03-08,resistance,66.715,2
2025-03-08,resistance,68.97666666666667,3
2025-03-08,resistance,70.96,3
2025-03-08,resistance,71.93,2
2025-03-08,resistance,72.44666666666667,3
2025-03-08,resistance,73.08333333333333,3
2025-03-08,resistance,73.51,2
2025-03-09,support,67.86,2
2025-03-09,support,69.28666666666668,3
2025-03-09,support,70.16,4
2025-03-09,support,70.655,2
2025-03-09,support,71.79,3
2025-03-09,support,72.24,2
2025-03-09,support,72.9,2
2025-03-09,resistance,66.715,2
2025-03-09,resistance,68.97666666666667,3
2025-03-09,resistance,70.96,3
2025-03-09,resistance,72.29,3
2025-03-09,resistance,72.725,2
2025-03-09,resistance,73.22666666666667,3
2025-03-10,support,67.86,2
2025-03-10,support,69.28666666666668,3
2025-03-10,support,70.16,4
2025-03-10,support,71.79,3
2025-03-10,support,72.24,2
2025-03-10,support,72.9,2
2025-03-10,resistance,66.715,2
