trade_id,side,entry_time,exit_time,entry_price,exit_price,take_profit,stop_loss,exit_reason,pnl,level_type,cluster_size,level_order,position_size
1,long,2024-08-22 14:51:00,2024-08-23 09:12:00,73.01,73.81,73.81,,take_profit,25.0,support,0,1,31.25
2,short,2024-08-27 15:17:00,2024-08-28 08:22:00,75.87,75.07,75.07,,take_profit,25.0625,resistance,0,1,31.328125
3,long,2024-08-29 12:48:00,2024-08-29 13:29:00,75.26,76.06,76.06,,take_profit,25.1252,support,0,1,31.406445312499997
