trade_id,side,entry_time,exit_time,entry_price,exit_price,take_profit,stop_loss,exit_reason,pnl,level_type,cluster_size,level_order,position_size
1,short,2024-11-05 07:17:00,2024-11-06 05:53:00,71.55,70.9,70.9,,take_profit,40.625,resistance,0,2,62.5
2,short,2024-11-06 07:01:00,2024-11-06 13:06:00,70.9,70.1,70.1,,take_profit,25.1016,resistance,0,1,31.376953125
3,short,2024-11-06 15:07:00,2024-11-07 11:22:00,71.55,70.9,70.9,,take_profit,40.892,resistance,0,2,62.91079125
4,short,2024-11-07 07:46:00,2024-11-07 11:22:00,71.55,70.9,70.9,,take_profit,40.892,resistance,0,2,62.91079125
5,short,2024-11-07 11:15:00,2024-11-08 16:28:00,70.9,70.1,70.1,,take_profit,25.1643,resistance,0,1,31.455395625
6,long,2024-11-12 07:56:00,2024-11-12 14:19:00,68.2033,69.0033,69.0033,,take_profit,25.4317,support,0,1,31.7896090625
8,long,2024-11-13 14:06:00,2024-11-13 15:17:00,67.5,67.5,67.5,,take_profit,0.0,support,0,2,63.73816625
7,long,2024-11-13 07:26:00,2024-11-13 16:08:00,68.2033,68.2033,68.2033,,take_profit,0.0,support,0,1,31.869083125
9,long,2024-11-13 15:00:00,2024-11-13 16:08:00,67.055,68.2033,68.2033,,take_profit,73.1905,support,0,3,63.73816625
10,long,2024-11-14 07:11:00,2024-11-14 11:41:00,68.0425,68.8425,68.8425,,take_profit,25.6782,support,0,1,32.0978034375
12,short,2024-11-20 09:02:00,2024-11-20 15:30:00,69.835,69.035,69.035,,take_profit,25.7424,resistance,0,1,32.1780478125
13,short,2024-11-21 10:07:00,2024-11-25 16:14:00,69.9367,69.1367,69.1367,,take_profit,25.8068,resistance,0,1,32.258492812499995
11,short,2024-11-19 07:06:00,2024-11-26 17:59:00,69.0867,68.2867,68.2867,,take_profit,25.7424,resistance,0,1,32.1780478125
