timestamp,equity,rolling_peak,drawdown,drawdown_pct
2024-08-22 14:51:00,10000.0,10000.0,0.0,0.0
2024-08-23 09:12:00,10000.8,10000.8,0.0,0.0
2024-08-28 08:22:00,10001.6,10001.6,0.0,0.0
2024-08-29 13:29:00,10002.399999999998,10002.399999999998,0.0,0.0
2024-09-17 16:14:00,10004.914999999995,10004.914999999995,0.0,0.0
2024-09-18 11:38:00,10005.466699999995,10005.466699999995,0.0,0.0
2024-09-18 14:34:00,10006.266699999996,10006.266699999996,0.0,0.0
2024-09-24 14:37:00,10006.266699999996,10006.266699999996,0.0,0.0
2024-09-25 11:51:00,10007.389999999996,10007.389999999996,0.0,0.0
2024-09-25 11:51:00,10008.088299999996,10008.088299999996,0.0,0.0
2024-09-25 16:19:00,10008.888299999997,10008.888299999997,0.0,0.0
2024-09-30 05:53:00,10009.372499999996,10009.372499999996,0.0,0.0
2024-10-01 10:17:00,10009.892499999996,10009.892499999996,0.0,0.0
2024-10-01 13:34:00,10010.692499999996,10010.692499999996,0.0,0.0
2024-10-01 15:51:00,10011.292499999996,10011.292499999996,0.0,0.0
2024-10-01 17:33:00,10012.317499999996,10012.317499999996,0.0,0.0
2024-10-01 17:33:00,10012.317499999996,10012.317499999996,0.0,0.0
2024-10-02 08:05:00,10012.317499999996,10012.317499999996,0.0,0.0
2024-10-02 15:05:00,10013.342499999995,10013.342499999995,0.0,0.0
2024-10-02 16:00:00,10014.142499999994,10014.142499999994,0.0,0.0
2024-10-03 11:27:00,10014.567499999994,10014.567499999994,0.0,0.0
2024-10-03 14:13:00,10014.567499999994,10014.567499999994,0.0,0.0
2024-10-03 14:13:00,10018.484499999991,10018.484499999991,0.0,0.0
2024-10-04 16:51:00,10022.224499999991,10022.224499999991,0.0,0.0
2024-10-09 14:20:00,10024.494499999992,10024.494499999992,0.0,0.0
2024-10-09 14:20:00,10026.764499999994,10026.764499999994,0.0,0.0
2024-10-09 14:20:00,10027.439499999991,10027.439499999991,0.0,0.0
2024-10-14 22:00:00,10029.789499999992,10029.789499999992,0.0,0.0
2024-10-15 05:06:00,10029.789499999992,10029.789499999992,0.0,0.0
2024-10-15 05:06:00,10030.889499999994,10030.889499999994,0.0,0.0
2024-10-15 05:16:00,10031.689499999991,10031.689499999991,0.0,0.0
2024-10-16 16:01:00,10032.489499999992,10032.489499999992,0.0,0.0
2024-10-17 18:12:00,10033.289499999992,10033.289499999992,0.0,0.0
2024-10-22 13:55:00,10035.18749999999,10035.18749999999,0.0,0.0
2024-10-23 13:09:00,10035.98749999999,10035.98749999999,0.0,0.0
2024-10-25 12:44:00,10036.78749999999,10036.78749999999,0.0,0.0
2024-11-04 11:16:00,10036.78749999999,10036.78749999999,0.0,0.0
2024-11-06 05:53:00,10037.437499999987,10037.437499999987,0.0,0.0
2024-11-06 13:06:00,10038.237499999988,10038.237499999988,0.0,0.0
2024-11-07 11:22:00,10038.887499999988,10038.887499999988,0.0,0.0
2024-11-07 11:22:00,10039.537499999988,10039.537499999988,0.0,0.0
2024-11-08 16:28:00,10040.337499999989,10040.337499999989,0.0,0.0
2024-11-12 14:19:00,10041.137499999986,10041.137499999986,0.0,0.0
2024-11-13 15:17:00,10041.137499999986,10041.137499999986,0.0,0.0
2024-11-13 16:08:00,10042.285799999989,10042.285799999989,0.0,0.0
2024-11-13 16:08:00,10042.285799999989,10042.285799999989,0.0,0.0
2024-11-14 11:41:00,10043.085799999986,10043.085799999986,0.0,0.0
2024-11-20 15:30:00,10043.885799999984,10043.885799999984,0.0,0.0
2024-11-25 16:14:00,10044.685799999985,10044.685799999985,0.0,0.0
2024-11-26 17:59:00,10045.485799999984,10045.485799999984,0.0,0.0
2024-12-03 13:06:00,10046.285799999983,10046.285799999983,0.0,0.0
2024-12-04 12:17:00,10046.849999999984,10046.849999999984,0.0,0.0
2024-12-04 17:58:00,10047.649999999983,10047.649999999983,0.0,0.0
2024-12-04 17:58:00,10048.449999999984,10048.449999999984,0.0,0.0
2024-12-05 12:18:00,10048.894199999982,10048.894199999982,0.0,0.0
2024-12-10 14:04:00,10049.327299999984,10049.327299999984,0.0,0.0
