timestamp,equity
2024-11-06 10:06:00,-0.11
2024-11-06 14:57:00,0.05
2024-11-06 15:12:00,-0.07
2024-11-14 08:02:00,0.25
2024-11-14 08:07:00,0.12
2024-11-15 08:50:00,0.0
2024-11-15 09:36:00,-0.2
2024-11-15 11:49:00,0.15
2024-11-18 14:35:00,0.38
2024-11-21 07:22:00,0.13
2024-11-21 08:50:00,-0.18
2024-11-21 10:08:00,-0.22
2024-11-21 15:24:00,-0.71
2024-11-22 07:33:00,-0.69
2024-11-22 07:42:00,-0.61
2024-11-22 20:29:00,-0.85
2024-11-25 07:26:00,-0.87
2024-11-25 12:00:00,-0.71
2024-11-26 17:43:00,-0.5
2024-11-26 18:25:00,-0.36
2024-11-29 07:44:00,-0.08
2024-11-29 07:45:00,-0.1
2024-11-29 08:00:00,-0.18
2024-11-29 08:10:00,-0.52
2024-11-29 09:55:00,-0.21
2024-11-29 13:05:00,-0.07
