timestamp,equity
2024-12-09 08:25:00,0.33
2024-12-09 09:05:00,0.05
2024-12-09 13:18:00,0.28
2024-12-10 08:18:00,0.24
2024-12-10 08:42:00,0.1
2024-12-11 18:33:00,0.31
2024-12-11 18:48:00,0.16
2024-12-11 19:20:00,0.02
2024-12-18 12:51:00,-0.44
2024-12-20 08:36:00,-0.54
2024-12-20 09:02:00,-0.17
2024-12-20 11:58:00,-0.53
2024-12-20 12:03:00,-0.72
2024-12-20 16:15:00,-0.82
2024-12-20 16:23:00,-0.92
2024-12-20 17:41:00,-1.14
2024-12-20 17:42:00,-1.18
2024-12-20 17:48:00,-1.2
2024-12-20 18:14:00,-1.13
2024-12-23 12:43:00,-0.63
2024-12-23 13:22:00,-0.62
2024-12-23 13:23:00,-0.63
2024-12-23 18:42:00,-0.31
2024-12-24 09:32:00,-0.21
2024-12-24 15:22:00,-0.42
2024-12-30 08:01:00,-0.6
2024-12-30 09:23:00,-0.79
2024-12-30 11:41:00,-1.14
2024-12-30 12:37:00,-1.26
